Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Transmembrane
O00168,reviewed,PLM_HUMAN,Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1),FXYD1 PLM,Homo sapiens (Human),92,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255"""
O00180,reviewed,KCNK1_HUMAN,Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1),KCNK1 HOHO1 KCNO1 TWIK1,Homo sapiens (Human),336,"TRANSMEM 21..41; /note=""Helical""; /evidence=""ECO:0000269|PubMed:22282804""; TRANSMEM 133..156; /note=""Helical""; /evidence=""ECO:0000269|PubMed:22282804""; TRANSMEM 182..202; /note=""Helical""; /evidence=""ECO:0000269|PubMed:22282804""; TRANSMEM 244..267; /note=""Helical""; /evidence=""ECO:0000269|PubMed:22282804"""
O00198,reviewed,HRK_HUMAN,Activator of apoptosis harakiri (BH3-interacting domain-containing protein 3) (Neuronal death protein DP5),HRK BID3,Homo sapiens (Human),91,"TRANSMEM 69..87; /note=""Helical""; /evidence=""ECO:0000255"""
O00206,reviewed,TLR4_HUMAN,Toll-like receptor 4 (hToll) (CD antigen CD284),TLR4,Homo sapiens (Human),839,"TRANSMEM 632..652; /note=""Helical""; /evidence=""ECO:0000255"""
O00219,reviewed,HYAS3_HUMAN,Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3),HAS3,Homo sapiens (Human),553,"TRANSMEM 16..36; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 45..65; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 378..398; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 409..429; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 441..461; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 474..494; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 516..536; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00220,reviewed,TR10A_HUMAN,Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261),TNFRSF10A APO2 DR4 TRAILR1,Homo sapiens (Human),468,"TRANSMEM 240..262; /note=""Helical""; /evidence=""ECO:0000255"""
O00222,reviewed,GRM8_HUMAN,Metabotropic glutamate receptor 8 (mGluR8),GRM8 GPRC1H MGLUR8,Homo sapiens (Human),908,"TRANSMEM 584..608; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 621..641; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 648..668; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 696..716; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 747..768; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 782..803; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 819..843; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00237,reviewed,RN103_HUMAN,E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (hKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103 homolog) (Zfp-103),RNF103 ZFP103,Homo sapiens (Human),685,"TRANSMEM 6..26; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 326..346; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 366..386; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 411..431; /note=""Helical""; /evidence=""ECO:0000255"""
O00238,reviewed,BMR1B_HUMAN,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293),BMPR1B,Homo sapiens (Human),502,"TRANSMEM 127..148; /note=""Helical""; /evidence=""ECO:0000255"""
O00241,reviewed,SIRB1_HUMAN,Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b),SIRPB1,Homo sapiens (Human),398,"TRANSMEM 372..392; /note=""Helical""; /evidence=""ECO:0000255"""
O00254,reviewed,PAR3_HUMAN,Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2),F2RL2 PAR3,Homo sapiens (Human),374,"TRANSMEM 95..120; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 129..148; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 168..189; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 207..230; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 261..280; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 298..322; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 337..361; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00258,reviewed,GET1_HUMAN,Guided entry of tail-anchored proteins factor 1 (Congenital heart disease 5 protein) (Tail-anchored protein insertion receptor WRB) (Tryptophan-rich basic protein),GET1 CHD5 WRB,Homo sapiens (Human),174,"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical""; /evidence=""ECO:0000255"""
O00264,reviewed,PGRC1_HUMAN,Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA),PGRMC1 HPR6.6 PGRMC,Homo sapiens (Human),195,"TRANSMEM 25..43; /note=""Helical""; /evidence=""ECO:0000255"""
O00270,reviewed,GPR31_HUMAN,"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31) (GPR31/12-HETER)",GPR31,Homo sapiens (Human),319,"TRANSMEM 17..37; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 92..110; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 132..152; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 181..201; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 220..240; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 266..284; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00299,reviewed,CLIC1_HUMAN,Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC),CLIC1 G6 NCC27,Homo sapiens (Human),241,"TRANSMEM 26..46; /note=""Helical; Note=After insertion into the membrane""; /evidence=""ECO:0000255"""
O00322,reviewed,UPK1A_HUMAN,Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa),UPK1A TSPAN21,Homo sapiens (Human),258,"TRANSMEM 15..35; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 60..86; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 231..252; /note=""Helical""; /evidence=""ECO:0000255"""
O00337,reviewed,S28A1_HUMAN,Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1),SLC28A1 CNT1,Homo sapiens (Human),649,"TRANSMEM 81..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..128; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 148..167; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 179..195; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 202..222; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 262..283; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 295..318; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 338..360; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 367..386; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 424..446; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 458..479; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 535..558; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 570..592; /note=""Helical""; /evidence=""ECO:0000255"""
O00341,reviewed,EAA5_HUMAN,Excitatory amino acid transporter 5 (Retinal glutamate transporter) (Solute carrier family 1 member 7),SLC1A7 EAAT5,Homo sapiens (Human),560,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 60..80; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 94..114; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 217..237; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 260..280; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 330..350; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 372..392; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 414..434; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 457..477; /note=""Helical""; /evidence=""ECO:0000255"""
O00391,reviewed,QSOX1_HUMAN,Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6),QSOX1 QSCN6 UNQ2520/PRO6013,Homo sapiens (Human),747,"TRANSMEM 710..730; /note=""Helical""; /evidence=""ECO:0000255"""
O00400,reviewed,ACATN_HUMAN,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),SLC33A1 ACATN AT1,Homo sapiens (Human),549,"TRANSMEM 75..95; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 114..134; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 257..277; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 344..364; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 379..398; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 405..425; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 509..529; /note=""Helical""; /evidence=""ECO:0000255"""
O00421,reviewed,CCRL2_HUMAN,C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (Chemokine receptor X) (Putative MCP-1 chemokine receptor),CCRL2 CCR11 CCR6 CKRX CRAM HCR,Homo sapiens (Human),344,"TRANSMEM 44..64; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 75..95; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 145..165; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 287..307; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00445,reviewed,SYT5_HUMAN,Synaptotagmin-5 (Synaptotagmin V) (SytV),SYT5,Homo sapiens (Human),386,"TRANSMEM 25..45; /note=""Helical""; /evidence=""ECO:0000255"""
O00453,reviewed,LST1_HUMAN,Leukocyte-specific transcript 1 protein (Protein B144),LST1 B144,Homo sapiens (Human),97,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255"""
O00461,reviewed,GOLI4_HUMAN,"Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)",GOLIM4 GIMPC GOLPH4 GPP130,Homo sapiens (Human),696,"TRANSMEM 13..33; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O00476,reviewed,NPT4_HUMAN,Sodium-dependent phosphate transport protein 4 (Na(+)/PI cotransporter 4) (NPT4) (Sodium/phosphate cotransporter 4) (Solute carrier family 17 member 3),SLC17A3 NPT4,Homo sapiens (Human),420,"TRANSMEM 126..146; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 154..174; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 256..276; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 292..314; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 319..341; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 357..377; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 385..405; /note=""Helical""; /evidence=""ECO:0000255"""
O00478,reviewed,BT3A3_HUMAN,Butyrophilin subfamily 3 member A3,BTN3A3 BTF3,Homo sapiens (Human),584,"TRANSMEM 249..269; /note=""Helical""; /evidence=""ECO:0000255"""
O00481,reviewed,BT3A1_HUMAN,Butyrophilin subfamily 3 member A1 (CD antigen CD277),BTN3A1 BTF5,Homo sapiens (Human),513,"TRANSMEM 255..271; /note=""Helical""; /evidence=""ECO:0000255"""
O00483,reviewed,NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit),NDUFA4,Homo sapiens (Human),81,"TRANSMEM 15..37; /note=""Helical""; /evidence=""ECO:0000269|PubMed:30030519"""
O00501,reviewed,CLD5_HUMAN,Claudin-5 (Transmembrane protein deleted in VCFS) (TMDVCF),CLDN5 AWAL TMVCF,Homo sapiens (Human),218,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 82..102; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255"""
O00519,reviewed,FAAH1_HUMAN,Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1),FAAH FAAH1,Homo sapiens (Human),579,"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255"""
O00526,reviewed,UPK2_HUMAN,Uroplakin-2 (UP2) (Uroplakin II) (UPII),UPK2,Homo sapiens (Human),184,"TRANSMEM 156..176; /note=""Helical""; /evidence=""ECO:0000255"""
O00533,reviewed,NCHL1_HUMAN,Neural cell adhesion molecule L1-like protein (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein],CHL1 CALL,Homo sapiens (Human),1208,"TRANSMEM 1083..1103; /note=""Helical""; /evidence=""ECO:0000255"""
O00548,reviewed,DLL1_HUMAN,Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1),DLL1 UNQ146/PRO172,Homo sapiens (Human),723,"TRANSMEM 546..568; /note=""Helical""; /evidence=""ECO:0000255"""
O00555,reviewed,CAC1A_HUMAN,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",CACNA1A CACH4 CACN3 CACNL1A4,Homo sapiens (Human),2506,"TRANSMEM 99..117; /note=""Helical; Name=S1 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 136..155; /note=""Helical; Name=S2 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 168..185; /note=""Helical; Name=S3 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 191..209; /note=""Helical; Name=S4 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 229..248; /note=""Helical; Name=S5 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 336..360; /note=""Helical; Name=S6 of repeat I""; /evidence=""ECO:0000255""; TRANSMEM 487..505; /note=""Helical; Name=S1 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 521..540; /note=""Helical; Name=S2 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 549..567; /note=""Helical; Name=S3 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 578..596; /note=""Helical; Name=S4 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 616..635; /note=""Helical; Name=S5 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 689..713; /note=""Helical; Name=S6 of repeat II""; /evidence=""ECO:0000255""; TRANSMEM 1242..1260; /note=""Helical; Name=S1 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1277..1296; /note=""Helical; Name=S2 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1309..1327; /note=""Helical; Name=S3 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1339..1357; /note=""Helical; Name=S4 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1377..1396; /note=""Helical; Name=S5 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1484..1508; /note=""Helical; Name=S6 of repeat III""; /evidence=""ECO:0000255""; TRANSMEM 1564..1592; /note=""Helical; Name=S1 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1598..1617; /note=""Helical; Name=S2 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1626..1644; /note=""Helical; Name=S3 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1652..1670; /note=""Helical; Name=S4 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1690..1709; /note=""Helical; Name=S5 of repeat IV""; /evidence=""ECO:0000255""; TRANSMEM 1782..1806; /note=""Helical; Name=S6 of repeat IV""; /evidence=""ECO:0000255"""
O00559,reviewed,RCAS1_HUMAN,Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein),EBAG9 RCAS1,Homo sapiens (Human),213,"TRANSMEM 7..27; /note=""Helical; Signal-anchor for type III membrane protein""; /evidence=""ECO:0000255"""
O00574,reviewed,CXCR6_HUMAN,C-X-C chemokine receptor type 6 (CXC-R6) (CXCR-6) (CDw186) (G-protein coupled receptor STRL33) (G-protein coupled receptor bonzo) (CD antigen CD186),CXCR6 BONZO STRL33 TYMSTR,Homo sapiens (Human),342,"TRANSMEM 33..59; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 69..89; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 104..125; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 188..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 232..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 276..293; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00587,reviewed,MFNG_HUMAN,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)",MFNG,Homo sapiens (Human),321,"TRANSMEM 8..27; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O00590,reviewed,ACKR2_HUMAN,Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6),ACKR2 CCBP2 CCR10 CMKBR9 D6,Homo sapiens (Human),384,"TRANSMEM 51..71; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 93..113; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 119..140; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 163..183; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 251..271; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 294..314; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O00591,reviewed,GBRP_HUMAN,Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi) (GABAAR subunit pi),GABRP,Homo sapiens (Human),440,"TRANSMEM 242..262; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 271..290; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 302..322; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 420..440; /note=""Helical""; /evidence=""ECO:0000255"""
O00592,reviewed,PODXL_HUMAN,Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1),PODXL PCLP PCLP1,Homo sapiens (Human),558,"TRANSMEM 462..482; /note=""Helical""; /evidence=""ECO:0000255"""
O00623,reviewed,PEX12_HUMAN,Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3),PEX12 PAF3,Homo sapiens (Human),359,"TRANSMEM 20..47; /note=""Helical; Name=TM1""; /evidence=""ECO:0000250|UniProtKB:G2Q5N0""; TRANSMEM 52..76; /note=""Helical; Name=TM2""; /evidence=""ECO:0000250|UniProtKB:G2Q5N0""; TRANSMEM 110..139; /note=""Helical; Name=TM3""; /evidence=""ECO:0000250|UniProtKB:G2Q5N0""; TRANSMEM 145..183; /note=""Helical; Name=TM4""; /evidence=""ECO:0000250|UniProtKB:G2Q5N0""; TRANSMEM 250..277; /note=""Helical; Name=TM5""; /evidence=""ECO:0000250|UniProtKB:G2Q5N0"""
O00624,reviewed,NPT3_HUMAN,Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2),SLC17A2 NPT3,Homo sapiens (Human),439,"TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 130..150; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 183..203; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 211..231; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 317..337; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 350..369; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 374..396; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 415..435; /note=""Helical""; /evidence=""ECO:0000255"""
O00631,reviewed,SARCO_HUMAN,Sarcolipin,SLN,Homo sapiens (Human),31,"TRANSMEM 8..26; /note=""Helical"""
O00767,reviewed,SCD_HUMAN,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),SCD FADS5 SCD1 SCDOS,Homo sapiens (Human),359,"TRANSMEM 73..93; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26098317""; TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26098317""; TRANSMEM 218..237; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26098317""; TRANSMEM 242..263; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26098317"""
