PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
A0A0B4J1X5,IGHV3-74,Immunoglobulin heavy variable 3-74,A0A0B4J1X5,HV374_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,56647.37890625,63215.71484375,49460.78515625,52825.5,54373.19921875,50180.59765625,57450.66796875,67345.25,80145.6328125,65704.828125,66580.46875,65295.34765625,72950.875,66784.2578125,57195.2265625,55800.890625,53824.7265625,53906.5703125,53711.99609375,69188.359375,62779.30859375,37475.62109375,34245.7890625,39070.03125,38598.65234375,36750.94140625,38147.8203125,40273.01171875,56629.45703125,53533.60546875,54366.78515625
A0A0B4J1X8,IGHV3-43,Immunoglobulin heavy variable 3-43,A0A0B4J1X8,HV343_HUMAN,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16197.4326171875,15504.9931640625,13854.8935546875,16436.880859375,16988.685546875,15221.1220703125,16965.07421875,16861.3828125,13394.611328125,16622.78125,17324.490234375,19963.609375,17082.298828125,17379.75390625,35140.19921875,32691.9453125,31551.259765625,33439.4765625,36810.84375,37314.0078125,34784.140625,15871.5224609375,15861.376953125,16646.56640625,16002.2568359375,15521.3857421875,12205.9677734375,16731.615234375,18249.73046875,19642.212890625,21337.0703125
A0A0B4J1Y8,IGLV9-49,Immunoglobulin lambda variable 9-49,A0A0B4J1Y8,LV949_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,44317.109375,55527.6171875,46879.98046875,36882.64453125,40390.921875,22961.283203125,38619.859375,51718.734375,61638.72265625,50667.4765625,54341.890625,54193.2578125,47949.640625,50728.68359375,11458.4833984375,8395.5576171875,9760.1123046875,11631.8642578125,9097.2451171875,10265.3515625,10199.818359375,19427.7265625,18735.919921875,20459.2265625,19745.630859375,19310.623046875,14549.189453125,19995.4765625,26472.107421875,33365.63671875,33133.05078125
A0A0B4J1Y9,IGHV3-72,Immunoglobulin heavy variable 3-72,A0A0B4J1Y9,HV372_HUMAN,6,5,6,6,6,6,6,6,5,6,6,6,6,6,5,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,231551.625,246170.765625,206097.0625,217738.5,227118.109375,210445.140625,241083.28125,243360.09375,279864.9375,235177.234375,238093.375,239705.15625,246738.375,249502.359375,197141.828125,194975.421875,183937.09375,184078.421875,183902.875,218421.265625,219954.421875,148202.953125,135975.765625,155951.796875,150894.3125,143023.21875,151845.625,162132.125,218679.40625,196829.171875,195188.828125
A0A0B4J2D9;P0DP09,IGKV1D-13;IGKV1-13,Immunoglobulin kappa variable 1D-13;Immunoglobulin kappa variable 1-13,A0A0B4J2D9;P0DP09,KVD13_HUMAN;KV113_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,756456.875,822604.875,679302.5625,713387.0625,751665.5,704341.5625,772820.8125,916304.875,1016991.1875,881142.3125,922200.75,894714.25,907342,905422.3125,375507.40625,370204.25,359000.28125,369837.15625,381434.15625,422259.9375,426462.28125,579985.9375,571108.75,621604.25,613053.4375,582570.5625,598894.5625,687382.1875,677063,686203.25,694106.8125
A0A0B4J2H0;P01742,IGHV1-69D;IGHV1-69,Immunoglobulin heavy variable 1-69D;Immunoglobulin heavy variable 1-69,A0A0B4J2H0;P01742,HV69D_HUMAN;HV169_HUMAN,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,46199.484375,58300.9765625,44570.69140625,35529.92578125,49614.86328125,46036.4296875,53193.05078125,23706.62109375,28136.236328125,25063.609375,18865.9375,24172.94140625,25629.9453125,17732.49609375,14948.2314453125,15296.8896484375,14901.470703125,12116.4794921875,13674.3291015625,18162.392578125,18280.9140625,8605.4833984375,9005.7177734375,11261.03125,11396.115234375,10402.513671875,10252.2802734375,10606.8671875,23754.015625,21893.0390625,23320.78125
A0A0C4DH24,IGKV6-21,Immunoglobulin kappa variable 6-21,A0A0C4DH24,KV621_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23659.916015625,36325.1875,19894.63671875,21479.1953125,24645.251953125,22274.03125,22107.73828125,44453.1796875,72005.21875,40594.3203125,45098.2109375,46705.29296875,47110.71875,49045.2578125,112476.015625,110493.3125,106479.78125,106744.8671875,118119.5859375,126177.53125,131195.34375,43860.6953125,42819.47265625,48175,44752.859375,46967.546875,45069.54296875,52547.1484375,54527.1484375,53014.875,57387.34765625
A0A0C4DH25,IGKV3D-20,Immunoglobulin kappa variable 3D-20,A0A0C4DH25,KVD20_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,282693.3125,255780,303838.84375,283174.625,312020.625,280417.4375,304570.75,201903.46875,166173.125,160998.765625,218475.671875,194295.5,175188,218739.203125,200826.234375,207612.515625,189776.203125,189485.78125,198621.8125,206791.0625,224600.671875,129115.7578125,133025.578125,135946.328125,138118.859375,111957.34375,98431.1796875,154912.40625,198233.171875,211600.09375,192445.359375
A0A0C4DH29,IGHV1-3,Immunoglobulin heavy variable 1-3,A0A0C4DH29,HV103_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15945.47265625,11619.4228515625,16603,18001.90234375,17979.7890625,18776.78125,18922.0546875,17736.517578125,14398.26953125,16341.125,18041.96875,16586.369140625,17217.3984375,15697.3779296875,18265.73046875,18703.265625,17233.740234375,17080.4375,17213.525390625,21828.259765625,20989.271484375,17000.373046875,14991.345703125,15157.1513671875,17434.10546875,14479.4052734375,16663.41015625,19834.6171875,18568.638671875,20376.443359375,17512.416015625
A0A0C4DH31,IGHV1-18,Immunoglobulin heavy variable 1-18,A0A0C4DH31,HV118_HUMAN,6,7,6,6,7,5,6,7,7,7,7,7,7,7,5,7,7,7,6,6,6,6,6,6,6,6,6,7,6,7,7,170767.703125,175693.96875,125356.796875,171971.1875,192307.90625,167511.4375,160110.5625,149773.140625,164276.265625,156641.765625,153656.546875,143378.09375,172083.1875,165342.609375,141414.546875,134770.921875,127541.4375,131385.5,121561.7265625,168899.453125,158839.859375,71728.609375,72868.140625,93360.0625,71088.65625,69419.9921875,69186.5390625,86691.7421875,137877.640625,132041.125,126205.3359375
A0A0C4DH32,IGHV3-20,Immunoglobulin heavy variable 3-20,A0A0C4DH32,HV320_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2,3,24268.6484375,26138.0703125,19630.59765625,19401.865234375,20330.947265625,18784.96484375,20749.197265625,12281.8232421875,10721.2763671875,11249.8486328125,9647.439453125,7780.4794921875,10737.791015625,9288.6318359375,34340.47265625,33422.37109375,32186.359375,33862.5390625,34055.55859375,37836.65234375,38945.6171875,10112.8125,10558.7158203125,9630.15234375,15499.80859375,7100.181640625,14187.7900390625,13397.3955078125,15860.73046875,18777.71875,18341.4296875
A0A0C4DH33,IGHV1-24,Immunoglobulin heavy variable 1-24,A0A0C4DH33,HV124_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5662.85888671875,5493.02880859375,6347.529296875,6056.9833984375,5012.32763671875,4092.642333984375,6404.76123046875,1145.0440673828125,NaN,1883.7919921875
A0A0C4DH34,IGHV4-28,Immunoglobulin heavy variable 4-28,A0A0C4DH34,HV428_HUMAN,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,6,7,7,7,8,8,7,41314.015625,44213.1640625,38631.765625,43605.90625,40775.5,39774.3984375,44346.53125,43291.33203125,44699.07421875,43198.33984375,43135.71484375,41815.43359375,44180.23828125,40061.93359375,30410.396484375,29750.583984375,27350.4609375,27097.517578125,28367.68359375,32393.958984375,30771.85546875,13127.0537109375,11298.5048828125,14118.5888671875,11777.349609375,13421.47265625,13543.0439453125,13897.3798828125,31233.064453125,31849.658203125,29477.828125
A0A0C4DH35,IGHV3-35,Probable non-functional immunoglobulin heavy variable 3-35,A0A0C4DH35,HV335_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31448.095703125,21275.896484375,32241.869140625,33381.3125,35424.05078125,33765.53125,29687.73828125,34082.21484375,20235.9609375,35005.44921875,31708.05078125,33055.23046875,27490.169921875,37627.74609375,39335.6015625,38058.55859375,40612.76171875,36908.421875,38592.3984375,37578.47265625,38081.91015625,24970.921875,32665.798828125,29923.220703125,25307.533203125,23481.369140625,23249.548828125,28612.685546875,31382.267578125,30928.326171875,32893.4453125
A0A0C4DH36,IGHV3-38,Probable non-functional immunoglobulin heavy variable 3-38,A0A0C4DH36,HV338_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,295867.8125,311614.25,266889.78125,289358.1875,306348.1875,270344.5625,344998.25,81152.109375,82327.0625,81416.796875,80461.1015625,73349.3671875,85658.859375,79142.78125,90032.1015625,83929.5703125,83264.6484375,81892.5234375,75195.7734375,114481.2265625,99216.5859375,51421.37890625,48920.73828125,59390.46484375,58745.46875,55605.44140625,54142.82421875,58664.22265625,128292.6171875,125677.25,119000.71875
A0A0C4DH38,IGHV5-51,Immunoglobulin heavy variable 5-51,A0A0C4DH38,HV551_HUMAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,807356.5625,512740.09375,770108.75,804381.5,889836.875,777391.5,896826.25,1031706.9375,891140.5625,1023134.3125,1238721.375,1102093.375,1223315,1158351.5,1257538.75,1273602.125,1172402.125,1116777,1126045.125,1501713,1394562.25,437275.78125,492873.25,555058.125,468000.5,463143.8125,461512.03125,554064.8125,916712.3125,849399.6875,867327.75
A0A0C4DH39,IGHV1-58,Immunoglobulin heavy variable 1-58,A0A0C4DH39,HV158_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33148.91796875,29362.4296875,30229.59375,32384.40625,33425.6796875,29915.46875,36320.74609375,12672.33984375,13186.7158203125,13762.51171875,13128.85546875,13246.2646484375,13290.787109375,11339.048828125,13126.0458984375,13102.9765625,13126.8974609375,14829.869140625,13062.4755859375,16468.359375,14404.451171875,5844.38623046875,7301.1455078125,7914.375,6505.4453125,6595.396484375,8175.6396484375,7534.90087890625,14843.013671875,18206.9453125,16621.998046875
A0A0C4DH43,IGHV2-70D,Immunoglobulin heavy variable 2-70D,A0A0C4DH43,HV70D_HUMAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,2,3,3,4,3,4,4,5,5,5,51856.2109375,60742.92578125,47732.2890625,47537.47265625,46165.1015625,45097.35546875,51431.01171875,37013.17578125,46445.53515625,39555.8671875,36528.87109375,35192.5,35416.2578125,31927.068359375,24414.669921875,18666.529296875,19851.76171875,21574.37109375,20829.736328125,23754.451171875,23644.33203125,1956.55078125,2153.917724609375,2972.341796875,4157.65673828125,7866.94677734375,5935.98095703125,2981.931884765625,27195.466796875,26684.08984375,26227.60546875
A0A0C4DH67,IGKV1-8,Immunoglobulin kappa variable 1-8,A0A0C4DH67,KV108_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11672.23046875,10481.4736328125,10583.322265625,9001.1162109375,11086.1953125,9694.5927734375,9529.5849609375,21388.701171875,19253.7265625,24403.517578125,23928.27734375,22133.017578125,23915.91015625,20183.40234375,19660.126953125,17793.861328125,14949.09765625,19591.8046875,20766.201171875,24981.34765625,21911.3984375,23705.44921875,22888.3046875,24160.58984375,22006.494140625,16936.443359375,23586.564453125,21952.388671875,17929.099609375,20400.3515625,16980.65234375
A0A0C4DH69,IGKV1-9,Immunoglobulin kappa variable 1-9,A0A0C4DH69,KV109_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,282523.84375,505208,286380.15625,269380.375,262331.90625,283755.125,328729.1875,367245.96875,633665.875,380877.3125,396110,343352.125,358630.5,353323.71875,836138.75,716163.5,768283.4375,778312.375,912209.6875,868379.6875,1004420.5,676753.625,586171.0625,612686.1875,610068.375,497919.40625,547969.75,565513.6875,472809.28125,501967.40625,552486.625
A0A0C4DH72,IGKV1-6,Immunoglobulin kappa variable 1-6,A0A0C4DH72,KV106_HUMAN,7,8,8,8,8,8,8,6,6,7,6,6,7,7,6,5,5,7,6,6,6,6,6,5,5,6,7,6,7,7,7,693286.125,587084.625,603893.8125,657835.6875,766426.3125,642734.3125,729049.125,159433.9375,191774.296875,138335.46875,159830.625,146619.28125,156527.765625,162164.375,241970.234375,300126.09375,289768.28125,212322.171875,273414.90625,319462.09375,296939.5625,162149.96875,187868.0625,222822.734375,195354.1875,173291.34375,160205.765625,223136.125,334884.28125,296868.8125,284215.71875
A0A0C4DH73;P01611,IGKV1-12;IGKV1D-12,Immunoglobulin kappa variable 1-12;Immunoglobulin kappa variable 1D-12,A0A0C4DH73;P01611,KV112_HUMAN;KVD12_HUMAN,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,612235.375,629918.6875,501844.5,551029.8125,566507.1875,493674.28125,614733.25,605465.0625,746444,523338.65625,644488.1875,634750.25,605249.75,616720.4375,543604.6875,560283.875,538495.125,519446.4375,565081.625,590242.9375,665563.9375,365543.4375,361544.34375,396370.46875,367890.03125,375467.6875,363526.71875,437182.125,523956.5625,554069.625,572279.1875
A0A0J9YX35,IGHV3-64D,Immunoglobulin heavy variable 3-64D,A0A0J9YX35,HV64D_HUMAN,2,3,3,3,1,1,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,27262.15625,24763.263671875,30979.107421875,24857.224609375,24857.86328125,21420.44140625,26598.966796875,49728.515625,47042.578125,48475.72265625,49728.70703125,43914.3359375,49467.55078125,38122.3046875,64901.55859375,61291.5078125,59439.62109375,61335.96484375,57541.5,73483.0859375,71377.6953125,28323.228515625,28933.32421875,29962.947265625,25301.61328125,28865.732421875,27910.912109375,23914.990234375,34392.0390625,39371.875,38258.26171875
A0A0J9YXX1,IGHV5-10-1,Immunoglobulin heavy variable 5-10-1,A0A0J9YXX1,HV5X1_HUMAN,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,5,4,4,5,5,5,17110.533203125,21507.876953125,13436.1591796875,15867.3662109375,16810.001953125,15517.904296875,18344.587890625,10466.978515625,7903.51318359375,12459.9501953125,9394.44921875,10008.974609375,10501.5830078125,9391.6552734375,47482.55078125,49842.8984375,47229.3828125,42569.3984375,45844.1015625,56981.71875,51266.65625,5147.4970703125,6623.47265625,7710.4140625,7605.84423828125,5956.59521484375,9240.2763671875,7558.2080078125,24491.767578125,24140.681640625,25902.765625
A0A1B0GTI8,TMEM272,Transmembrane protein 272,A0A1B0GTI8,TM272_HUMAN,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,12802.708984375,16367.349609375,10844.263671875,NaN,10110.341796875,14477.3779296875,12233.9541015625,35751.421875,44338.77734375,39589.7265625,36589.25,31323.537109375,39050.63671875,38463.984375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11906.4638671875,NaN,14996.6630859375,10982.896484375,14389.7236328125,NaN,NaN,NaN,21913.2109375,13225.3828125
A0A1W2PPM1,CPHXL,Cytoplasmic polyadenylated homeobox-like protein,A0A1W2PPM1,CPHXL_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6689.31640625,13198.4384765625,6663.95068359375,5206.04296875,6535.14306640625,4945.75439453125,7924.521484375,9437.3955078125,26395.75,9789.1474609375,6680.4560546875,9438.1123046875,11458.734375,8468.451171875,15676.900390625,10512.1064453125,16742.14453125,17865.673828125,22898.365234375,17834.52734375,16467.830078125,18863.68359375,17088.10546875,17854.4375,20938.15625,25476.05859375,30714.517578125,15002.9384765625,4609.2265625,12970.69140625,27009.9296875
A0M8Q6,IGLC7,Immunoglobulin lambda constant 7,A0M8Q6,IGLC7_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25670.62109375,13219.40234375,10535.4912109375,22778.267578125,29204.2734375,13691.771484375,17431.890625,24100.771484375,13334.404296875,31021.205078125,25065.150390625,18773.0546875,15106.1630859375,28054.904296875,2495.261474609375,2290.687255859375,1789.48974609375,2231.130126953125,3004.560302734375,4193.3916015625,2546.10107421875,25785.642578125,24342.267578125,25380.4609375,16245.97265625,9151.572265625,13340.6728515625,32245.99609375,26813.8984375,25124.138671875,14264.6923828125
A4D1P6,WDR91,WD repeat-containing protein 91,A4D1P6,WDR91_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3187.914306640625,6127.7197265625,4161.90625,4493.939453125,5333.60595703125,5479.25244140625,4245.953125,3665.77099609375,6468.85791015625,5996.478515625,4081.27099609375,4478.15966796875,4754.07763671875,5287.6259765625,4192.0517578125,3528.697021484375,4009.3427734375,5453.26318359375,3517.36669921875,3923.392822265625,3525.125,4284.109375,5257.0810546875,4139.05712890625,4426.6181640625,4975.724609375,4567.3828125,4546.0126953125,3087.308349609375,5271.4052734375,4026.6748046875
A6NDG6,PGP,Glycerol-3-phosphate phosphatase,A6NDG6,PGP_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10451.2470703125,11385.3701171875,12115.123046875,10809.3515625,12437.0693359375,12360.212890625,11440.7119140625,12789.4443359375,13000.0400390625,11903.427734375,11525.2978515625,12683.6552734375,11746.4951171875,10520.2626953125,14036.2109375,11616.0419921875,11011.2236328125,14521.169921875,14155.4365234375,13213.7431640625,11726.6259765625,14246.0869140625,12879.779296875,11388.3642578125,13269.2978515625,12002.609375,11609.6357421875,10970.8466796875,8661.044921875,12332.130859375,11429.076171875
A8MYA2,CXorf49,Uncharacterized protein CXorf49,A8MYA2,CX049_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30657.8125,6017.1630859375,33147.33203125,37231.6484375,35006.75390625,45601.99609375,34649.59375,36236.9765625,10108.2099609375,34937.8984375,31983.369140625,34571.75390625,50712.0859375,47808.45703125,39605.0703125,36953.70703125,47093.96484375,45227.30859375,42386.24609375,37679.17578125,32959.3359375,38207.66015625,39010.80859375,35125.12109375,35110.23828125,40028.36328125,38579.3984375,35334.5,35212.7890625,34059.07421875,50487.44140625
B2RUZ4,SMIM1,Small integral membrane protein 1,B2RUZ4,SMIM1_HUMAN,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3373.22802734375,6053.0341796875,4739.66552734375,9360.708984375,6288.6630859375,11624.986328125,10402.6953125,3018.338623046875,3365.9169921875,5420.435546875,8240.6484375,8406.9873046875,14254.6923828125,12349.6611328125,6422.4599609375,3966.004150390625,5888.6865234375,14264.0185546875,13775.0546875,20598.015625,19058.005859375,3379.23974609375,4635.25390625,4327.81982421875,5730.4130859375,5617.3779296875,10697.8935546875,10316.8466796875,6527.12060546875,8249.5234375,5687.884765625
B9A064,IGLL5,Immunoglobulin lambda-like polypeptide 5,B9A064,IGLL5_HUMAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,733325.0625,737950,640689.625,664993.4375,731140.4375,693345.1875,746812.25,687341.5625,709551.75,635005,686181.0625,673883.875,678062.625,698298.375,485607.0625,477921.59375,460549.59375,480256.03125,498990.125,529176.25,529030.875,334196.25,325776.0625,344374.125,351009.9375,330693.0625,332704.65625,361559.71875,539846.1875,501123.46875,547942.5625
E9PAV3;Q13765,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",E9PAV3;Q13765,NACAM_HUMAN;NACA_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16336.525390625,15827.595703125,16637.0078125,16776.1328125,15126.3515625,14538.572265625,15026.6025390625,13225.84375,13700.0927734375,13616.1044921875,12751.05078125,12875.2314453125,11981.5361328125,11187.525390625,11041.736328125,10570.2568359375,10638.572265625,9882.4384765625,11714.62109375,9687.1328125,9175.470703125,14149.6806640625,14095.2529296875,12966.828125,13945.9296875,13725.763671875,14246.5703125,12618.841796875,13411.1962890625,13334.6572265625,13961.146484375
O00151,PDLIM1,PDZ and LIM domain protein 1,O00151,PDLI1_HUMAN,0,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,3943.45654296875,2834.832275390625,3413.800048828125,2269.43505859375,1738.6014404296875,3626.94970703125,131.34886169433594,7264.45263671875,5783.22265625,6653.94189453125,3745.3798828125,5163.44482421875,1403.3115234375,4894.6162109375,3562.836181640625,2940.364501953125,2854.0830078125,2779.465087890625,3120.803466796875,2240.523193359375,6413.7607421875,9249.8232421875,4810.35107421875,6539.568359375,4529.55517578125,6658.47705078125,4341.39794921875,4098.31982421875,2687.62548828125
